"V1" "V2" "V3" "V4" "V5"
"2659" "Pcdhga12" "Pcdhgc4" 93724 "PCDHGC5" 56097
"2660" "Pcdhga12" "Pcdhgc5" 93703 "PCDHGC5" 5098
"2661" "Pcdhga12" "Pcdhgc5" 93703 "PCDHGC5" 56097
"2662" "Pcdhga12" "Pcdhgc5" 93706 "PCDHGC5" 5098
"2663" "Pcdhga12" "Pcdhgc5" 93706 "PCDHGC5" 56097
"2664" "Pcdhga12" "Pcdhgc5" 93707 "PCDHGC5" 5098
"2665" "Pcdhga12" "Pcdhgc5" 93707 "PCDHGC5" 56097
"2666" "Pcdhga12" "Pcdhgc5" 93708 "PCDHGC5" 5098
"2667" "Pcdhga12" "Pcdhgc5" 93708 "PCDHGC5" 56097
"2668" "Pcdhga12" "Pcdhgc5" 93711 "PCDHGC5" 5098
"2669" "Pcdhga12" "Pcdhgc5" 93711 "PCDHGC5" 56097
"2670" "Pcdhga12" "Pcdhgc5" 93716 "PCDHGC5" 5098
"2671" "Pcdhga12" "Pcdhgc5" 93716 "PCDHGC5" 56097
"2672" "Pcdhga12" "Pcdhgc5" 93717 "PCDHGC5" 5098
"2673" "Pcdhga12" "Pcdhgc5" 93717 "PCDHGC5" 56097
"2674" "Pcdhga12" "Pcdhgc5" 93723 "PCDHGC5" 5098
"2675" "Pcdhga12" "Pcdhgc5" 93723 "PCDHGC5" 56097
"2676" "Pcdhga12" "Pcdhgc5" 93724 "PCDHGC5" 5098
"2677" "Pcdhga12" "Pcdhgc5" 93724 "PCDHGC5" 56097
"2678" "Pcdhga12" "Pcdhga3" 93703 "PCDHGC5" 5098
"2679" "Pcdhga12" "Pcdhga3" 93703 "PCDHGC5" 56097
"2680" "Pcdhga12" "Pcdhga3" 93706 "PCDHGC5" 5098
"2681" "Pcdhga12" "Pcdhga3" 93706 "PCDHGC5" 56097
"2682" "Pcdhga12" "Pcdhga3" 93707 "PCDHGC5" 5098
"2683" "Pcdhga12" "Pcdhga3" 93707 "PCDHGC5" 56097
"2684" "Pcdhga12" "Pcdhga3" 93708 "PCDHGC5" 5098
"2685" "Pcdhga12" "Pcdhga3" 93708 "PCDHGC5" 56097
"2686" "Pcdhga12" "Pcdhga3" 93711 "PCDHGC5" 5098
"2687" "Pcdhga12" "Pcdhga3" 93711 "PCDHGC5" 56097
"2688" "Pcdhga12" "Pcdhga3" 93716 "PCDHGC5" 5098
"2689" "Pcdhga12" "Pcdhga3" 93716 "PCDHGC5" 56097
"2690" "Pcdhga12" "Pcdhga3" 93717 "PCDHGC5" 5098
"2691" "Pcdhga12" "Pcdhga3" 93717 "PCDHGC5" 56097
"2692" "Pcdhga12" "Pcdhga3" 93723 "PCDHGC5" 5098
"2693" "Pcdhga12" "Pcdhga3" 93723 "PCDHGC5" 56097
"2694" "Pcdhga12" "Pcdhga3" 93724 "PCDHGC5" 5098
"2695" "Pcdhga12" "Pcdhga3" 93724 "PCDHGC5" 56097
"2696" "Pcdhga12" "Pcdhga8" 93703 "PCDHGC5" 5098
"2697" "Pcdhga12" "Pcdhga8" 93703 "PCDHGC5" 56097
"2698" "Pcdhga12" "Pcdhga8" 93706 "PCDHGC5" 5098
"2699" "Pcdhga12" "Pcdhga8" 93706 "PCDHGC5" 56097
"2700" "Pcdhga12" "Pcdhga8" 93707 "PCDHGC5" 5098
"2701" "Pcdhga12" "Pcdhga8" 93707 "PCDHGC5" 56097
"2702" "Pcdhga12" "Pcdhga8" 93708 "PCDHGC5" 5098
"2703" "Pcdhga12" "Pcdhga8" 93708 "PCDHGC5" 56097
"2704" "Pcdhga12" "Pcdhga8" 93711 "PCDHGC5" 5098
"2705" "Pcdhga12" "Pcdhga8" 93711 "PCDHGC5" 56097
"2706" "Pcdhga12" "Pcdhga8" 93716 "PCDHGC5" 5098
"2707" "Pcdhga12" "Pcdhga8" 93716 "PCDHGC5" 56097
"2708" "Pcdhga12" "Pcdhga8" 93717 "PCDHGC5" 5098
"2709" "Pcdhga12" "Pcdhga8" 93717 "PCDHGC5" 56097
"2710" "Pcdhga12" "Pcdhga8" 93723 "PCDHGC5" 5098
"2711" "Pcdhga12" "Pcdhga8" 93723 "PCDHGC5" 56097
"2712" "Pcdhga12" "Pcdhga8" 93724 "PCDHGC5" 5098
"2713" "Pcdhga12" "Pcdhga8" 93724 "PCDHGC5" 56097
"2714" "Pcdhga12" "Pcdhga9" 93703 "PCDHGC5" 5098
"2715" "Pcdhga12" "Pcdhga9" 93703 "PCDHGC5" 56097
"2716" "Pcdhga12" "Pcdhga9" 93706 "PCDHGC5" 5098
"2717" "Pcdhga12" "Pcdhga9" 93706 "PCDHGC5" 56097
"2718" "Pcdhga12" "Pcdhga9" 93707 "PCDHGC5" 5098
"2719" "Pcdhga12" "Pcdhga9" 93707 "PCDHGC5" 56097
"2720" "Pcdhga12" "Pcdhga9" 93708 "PCDHGC5" 5098
"2721" "Pcdhga12" "Pcdhga9" 93708 "PCDHGC5" 56097
"2722" "Pcdhga12" "Pcdhga9" 93711 "PCDHGC5" 5098
"2723" "Pcdhga12" "Pcdhga9" 93711 "PCDHGC5" 56097
"2724" "Pcdhga12" "Pcdhga9" 93716 "PCDHGC5" 5098
"2725" "Pcdhga12" "Pcdhga9" 93716 "PCDHGC5" 56097
"2726" "Pcdhga12" "Pcdhga9" 93717 "PCDHGC5" 5098
"2727" "Pcdhga12" "Pcdhga9" 93717 "PCDHGC5" 56097
"2728" "Pcdhga12" "Pcdhga9" 93723 "PCDHGC5" 5098
"2729" "Pcdhga12" "Pcdhga9" 93723 "PCDHGC5" 56097
"2730" "Pcdhga12" "Pcdhga9" 93724 "PCDHGC5" 5098
"2731" "Pcdhga12" "Pcdhga9" 93724 "PCDHGC5" 56097
"2732" "Pcdhga12" "Pcdhga11" 93703 "PCDHGC5" 5098
"2733" "Pcdhga12" "Pcdhga11" 93703 "PCDHGC5" 56097
"2734" "Pcdhga12" "Pcdhga11" 93706 "PCDHGC5" 5098
"2735" "Pcdhga12" "Pcdhga11" 93706 "PCDHGC5" 56097
"2736" "Pcdhga12" "Pcdhga11" 93707 "PCDHGC5" 5098
"2737" "Pcdhga12" "Pcdhga11" 93707 "PCDHGC5" 56097
"2738" "Pcdhga12" "Pcdhga11" 93708 "PCDHGC5" 5098
"2739" "Pcdhga12" "Pcdhga11" 93708 "PCDHGC5" 56097
"2740" "Pcdhga12" "Pcdhga11" 93711 "PCDHGC5" 5098
"2741" "Pcdhga12" "Pcdhga11" 93711 "PCDHGC5" 56097
"2742" "Pcdhga12" "Pcdhga11" 93716 "PCDHGC5" 5098
"2743" "Pcdhga12" "Pcdhga11" 93716 "PCDHGC5" 56097
"2744" "Pcdhga12" "Pcdhga11" 93717 "PCDHGC5" 5098
"2745" "Pcdhga12" "Pcdhga11" 93717 "PCDHGC5" 56097
"2746" "Pcdhga12" "Pcdhga11" 93723 "PCDHGC5" 5098
"2747" "Pcdhga12" "Pcdhga11" 93723 "PCDHGC5" 56097
"2748" "Pcdhga12" "Pcdhga11" 93724 "PCDHGC5" 5098
"2749" "Pcdhga12" "Pcdhga11" 93724 "PCDHGC5" 56097
"2750" "Pcdhga12" "Pcdhga12" 93703 "PCDHGC5" 5098
"2751" "Pcdhga12" "Pcdhga12" 93703 "PCDHGC5" 56097
"2752" "Pcdhga12" "Pcdhga12" 93706 "PCDHGC5" 5098
"2753" "Pcdhga12" "Pcdhga12" 93706 "PCDHGC5" 56097
"2754" "Pcdhga12" "Pcdhga12" 93707 "PCDHGC5" 5098
"2755" "Pcdhga12" "Pcdhga12" 93707 "PCDHGC5" 56097
"2756" "Pcdhga12" "Pcdhga12" 93708 "PCDHGC5" 5098
"2757" "Pcdhga12" "Pcdhga12" 93708 "PCDHGC5" 56097
"2758" "Pcdhga12" "Pcdhga12" 93711 "PCDHGC5" 5098
"2759" "Pcdhga12" "Pcdhga12" 93711 "PCDHGC5" 56097
"2760" "Pcdhga12" "Pcdhga12" 93716 "PCDHGC5" 5098
"2761" "Pcdhga12" "Pcdhga12" 93716 "PCDHGC5" 56097
"2762" "Pcdhga12" "Pcdhga12" 93717 "PCDHGC5" 5098
"2763" "Pcdhga12" "Pcdhga12" 93717 "PCDHGC5" 56097
"2764" "Pcdhga12" "Pcdhga12" 93723 "PCDHGC5" 5098
"2765" "Pcdhga12" "Pcdhga12" 93723 "PCDHGC5" 56097
"2766" "Pcdhga12" "Pcdhga12" 93724 "PCDHGC5" 5098
"2767" "Pcdhga12" "Pcdhga12" 93724 "PCDHGC5" 56097
"2768" "Pcdhga3" "Pcdhgb6" 93703 "PCDHGC5" 5098
"2769" "Pcdhga3" "Pcdhgb6" 93703 "PCDHGC5" 56097
"2770" "Pcdhga3" "Pcdhgb6" 93706 "PCDHGC5" 5098
"2771" "Pcdhga3" "Pcdhgb6" 93706 "PCDHGC5" 56097
"2772" "Pcdhga3" "Pcdhgb6" 93707 "PCDHGC5" 5098
"2773" "Pcdhga3" "Pcdhgb6" 93707 "PCDHGC5" 56097
"2774" "Pcdhga3" "Pcdhgb6" 93708 "PCDHGC5" 5098
"2775" "Pcdhga3" "Pcdhgb6" 93708 "PCDHGC5" 56097
"2776" "Pcdhga3" "Pcdhgb6" 93711 "PCDHGC5" 5098
"2777" "Pcdhga3" "Pcdhgb6" 93711 "PCDHGC5" 56097
"2778" "Pcdhga3" "Pcdhgb6" 93716 "PCDHGC5" 5098
"2779" "Pcdhga3" "Pcdhgb6" 93716 "PCDHGC5" 56097
"2780" "Pcdhga3" "Pcdhgb6" 93717 "PCDHGC5" 5098
"2781" "Pcdhga3" "Pcdhgb6" 93717 "PCDHGC5" 56097
"2782" "Pcdhga3" "Pcdhgb6" 93723 "PCDHGC5" 5098
"2783" "Pcdhga3" "Pcdhgb6" 93723 "PCDHGC5" 56097
"2784" "Pcdhga3" "Pcdhgb6" 93724 "PCDHGC5" 5098
"2785" "Pcdhga3" "Pcdhgb6" 93724 "PCDHGC5" 56097
"2786" "Pcdhga3" "Pcdhgc3" 93703 "PCDHGC5" 5098
"2787" "Pcdhga3" "Pcdhgc3" 93703 "PCDHGC5" 56097
"2788" "Pcdhga3" "Pcdhgc3" 93706 "PCDHGC5" 5098
"2789" "Pcdhga3" "Pcdhgc3" 93706 "PCDHGC5" 56097
"2790" "Pcdhga3" "Pcdhgc3" 93707 "PCDHGC5" 5098
"2791" "Pcdhga3" "Pcdhgc3" 93707 "PCDHGC5" 56097
"2792" "Pcdhga3" "Pcdhgc3" 93708 "PCDHGC5" 5098
"2793" "Pcdhga3" "Pcdhgc3" 93708 "PCDHGC5" 56097
"2794" "Pcdhga3" "Pcdhgc3" 93711 "PCDHGC5" 5098
"2795" "Pcdhga3" "Pcdhgc3" 93711 "PCDHGC5" 56097
"2796" "Pcdhga3" "Pcdhgc3" 93716 "PCDHGC5" 5098
"2797" "Pcdhga3" "Pcdhgc3" 93716 "PCDHGC5" 56097
"2798" "Pcdhga3" "Pcdhgc3" 93717 "PCDHGC5" 5098
"2799" "Pcdhga3" "Pcdhgc3" 93717 "PCDHGC5" 56097
"2800" "Pcdhga3" "Pcdhgc3" 93723 "PCDHGC5" 5098
"2801" "Pcdhga3" "Pcdhgc3" 93723 "PCDHGC5" 56097
"2802" "Pcdhga3" "Pcdhgc3" 93724 "PCDHGC5" 5098
"2803" "Pcdhga3" "Pcdhgc3" 93724 "PCDHGC5" 56097
"2804" "Pcdhga3" "Pcdhgc4" 93703 "PCDHGC5" 5098
"2805" "Pcdhga3" "Pcdhgc4" 93703 "PCDHGC5" 56097
"2806" "Pcdhga3" "Pcdhgc4" 93706 "PCDHGC5" 5098
"2807" "Pcdhga3" "Pcdhgc4" 93706 "PCDHGC5" 56097
"2808" "Pcdhga3" "Pcdhgc4" 93707 "PCDHGC5" 5098
"2809" "Pcdhga3" "Pcdhgc4" 93707 "PCDHGC5" 56097
"2810" "Pcdhga3" "Pcdhgc4" 93708 "PCDHGC5" 5098
"2811" "Pcdhga3" "Pcdhgc4" 93708 "PCDHGC5" 56097
"2812" "Pcdhga3" "Pcdhgc4" 93711 "PCDHGC5" 5098
"2813" "Pcdhga3" "Pcdhgc4" 93711 "PCDHGC5" 56097
"2814" "Pcdhga3" "Pcdhgc4" 93716 "PCDHGC5" 5098
"2815" "Pcdhga3" "Pcdhgc4" 93716 "PCDHGC5" 56097
"2816" "Pcdhga3" "Pcdhgc4" 93717 "PCDHGC5" 5098
"2817" "Pcdhga3" "Pcdhgc4" 93717 "PCDHGC5" 56097
"2818" "Pcdhga3" "Pcdhgc4" 93723 "PCDHGC5" 5098
"2819" "Pcdhga3" "Pcdhgc4" 93723 "PCDHGC5" 56097
"2820" "Pcdhga3" "Pcdhgc4" 93724 "PCDHGC5" 5098
"2821" "Pcdhga3" "Pcdhgc4" 93724 "PCDHGC5" 56097
"2822" "Pcdhga3" "Pcdhgc5" 93703 "PCDHGC5" 5098
"2823" "Pcdhga3" "Pcdhgc5" 93703 "PCDHGC5" 56097
"2824" "Pcdhga3" "Pcdhgc5" 93706 "PCDHGC5" 5098
"2825" "Pcdhga3" "Pcdhgc5" 93706 "PCDHGC5" 56097
"2826" "Pcdhga3" "Pcdhgc5" 93707 "PCDHGC5" 5098
"2827" "Pcdhga3" "Pcdhgc5" 93707 "PCDHGC5" 56097
"2828" "Pcdhga3" "Pcdhgc5" 93708 "PCDHGC5" 5098
"2829" "Pcdhga3" "Pcdhgc5" 93708 "PCDHGC5" 56097
"2830" "Pcdhga3" "Pcdhgc5" 93711 "PCDHGC5" 5098
"2831" "Pcdhga3" "Pcdhgc5" 93711 "PCDHGC5" 56097
"2832" "Pcdhga3" "Pcdhgc5" 93716 "PCDHGC5" 5098
"2833" "Pcdhga3" "Pcdhgc5" 93716 "PCDHGC5" 56097
"2834" "Pcdhga3" "Pcdhgc5" 93717 "PCDHGC5" 5098
"2835" "Pcdhga3" "Pcdhgc5" 93717 "PCDHGC5" 56097
"2836" "Pcdhga3" "Pcdhgc5" 93723 "PCDHGC5" 5098
"2837" "Pcdhga3" "Pcdhgc5" 93723 "PCDHGC5" 56097
"2838" "Pcdhga3" "Pcdhgc5" 93724 "PCDHGC5" 5098
"2839" "Pcdhga3" "Pcdhgc5" 93724 "PCDHGC5" 56097
"2840" "Pcdhga3" "Pcdhga3" 93703 "PCDHGC5" 5098
"2841" "Pcdhga3" "Pcdhga3" 93703 "PCDHGC5" 56097
"2842" "Pcdhga3" "Pcdhga3" 93706 "PCDHGC5" 5098
"2843" "Pcdhga3" "Pcdhga3" 93706 "PCDHGC5" 56097
"2844" "Pcdhga3" "Pcdhga3" 93707 "PCDHGC5" 5098
"2845" "Pcdhga3" "Pcdhga3" 93707 "PCDHGC5" 56097
"2846" "Pcdhga3" "Pcdhga3" 93708 "PCDHGC5" 5098
"2847" "Pcdhga3" "Pcdhga3" 93708 "PCDHGC5" 56097
"2848" "Pcdhga3" "Pcdhga3" 93711 "PCDHGC5" 5098
"2849" "Pcdhga3" "Pcdhga3" 93711 "PCDHGC5" 56097
"2850" "Pcdhga3" "Pcdhga3" 93716 "PCDHGC5" 5098
"2851" "Pcdhga3" "Pcdhga3" 93716 "PCDHGC5" 56097
"2852" "Pcdhga3" "Pcdhga3" 93717 "PCDHGC5" 5098
"2853" "Pcdhga3" "Pcdhga3" 93717 "PCDHGC5" 56097
"2854" "Pcdhga3" "Pcdhga3" 93723 "PCDHGC5" 5098
"2855" "Pcdhga3" "Pcdhga3" 93723 "PCDHGC5" 56097
"2856" "Pcdhga3" "Pcdhga3" 93724 "PCDHGC5" 5098
"2857" "Pcdhga3" "Pcdhga3" 93724 "PCDHGC5" 56097
"2858" "Pcdhga3" "Pcdhga8" 93703 "PCDHGC5" 5098
"2859" "Pcdhga3" "Pcdhga8" 93703 "PCDHGC5" 56097
"2860" "Pcdhga3" "Pcdhga8" 93706 "PCDHGC5" 5098
"2861" "Pcdhga3" "Pcdhga8" 93706 "PCDHGC5" 56097
"2862" "Pcdhga3" "Pcdhga8" 93707 "PCDHGC5" 5098
"2863" "Pcdhga3" "Pcdhga8" 93707 "PCDHGC5" 56097
"2864" "Pcdhga3" "Pcdhga8" 93708 "PCDHGC5" 5098
"2865" "Pcdhga3" "Pcdhga8" 93708 "PCDHGC5" 56097
"2866" "Pcdhga3" "Pcdhga8" 93711 "PCDHGC5" 5098
"2867" "Pcdhga3" "Pcdhga8" 93711 "PCDHGC5" 56097
"2868" "Pcdhga3" "Pcdhga8" 93716 "PCDHGC5" 5098
"2869" "Pcdhga3" "Pcdhga8" 93716 "PCDHGC5" 56097
"2870" "Pcdhga3" "Pcdhga8" 93717 "PCDHGC5" 5098
"2871" "Pcdhga3" "Pcdhga8" 93717 "PCDHGC5" 56097
"2872" "Pcdhga3" "Pcdhga8" 93723 "PCDHGC5" 5098
"2873" "Pcdhga3" "Pcdhga8" 93723 "PCDHGC5" 56097
"2874" "Pcdhga3" "Pcdhga8" 93724 "PCDHGC5" 5098
"2875" "Pcdhga3" "Pcdhga8" 93724 "PCDHGC5" 56097
"2876" "Pcdhga3" "Pcdhga9" 93703 "PCDHGC5" 5098
"2877" "Pcdhga3" "Pcdhga9" 93703 "PCDHGC5" 56097
"2878" "Pcdhga3" "Pcdhga9" 93706 "PCDHGC5" 5098
"2879" "Pcdhga3" "Pcdhga9" 93706 "PCDHGC5" 56097
"2880" "Pcdhga3" "Pcdhga9" 93707 "PCDHGC5" 5098
"2881" "Pcdhga3" "Pcdhga9" 93707 "PCDHGC5" 56097
"2882" "Pcdhga3" "Pcdhga9" 93708 "PCDHGC5" 5098
"2883" "Pcdhga3" "Pcdhga9" 93708 "PCDHGC5" 56097
"2884" "Pcdhga3" "Pcdhga9" 93711 "PCDHGC5" 5098
"2885" "Pcdhga3" "Pcdhga9" 93711 "PCDHGC5" 56097
"2886" "Pcdhga3" "Pcdhga9" 93716 "PCDHGC5" 5098
"2887" "Pcdhga3" "Pcdhga9" 93716 "PCDHGC5" 56097
"2888" "Pcdhga3" "Pcdhga9" 93717 "PCDHGC5" 5098
"2889" "Pcdhga3" "Pcdhga9" 93717 "PCDHGC5" 56097
"2890" "Pcdhga3" "Pcdhga9" 93723 "PCDHGC5" 5098
"2891" "Pcdhga3" "Pcdhga9" 93723 "PCDHGC5" 56097
"2892" "Pcdhga3" "Pcdhga9" 93724 "PCDHGC5" 5098
"2893" "Pcdhga3" "Pcdhga9" 93724 "PCDHGC5" 56097
"2894" "Pcdhga3" "Pcdhga11" 93703 "PCDHGC5" 5098
"2895" "Pcdhga3" "Pcdhga11" 93703 "PCDHGC5" 56097
"2896" "Pcdhga3" "Pcdhga11" 93706 "PCDHGC5" 5098
"2897" "Pcdhga3" "Pcdhga11" 93706 "PCDHGC5" 56097
"2898" "Pcdhga3" "Pcdhga11" 93707 "PCDHGC5" 5098
"2899" "Pcdhga3" "Pcdhga11" 93707 "PCDHGC5" 56097
"2900" "Pcdhga3" "Pcdhga11" 93708 "PCDHGC5" 5098
"2901" "Pcdhga3" "Pcdhga11" 93708 "PCDHGC5" 56097
"2902" "Pcdhga3" "Pcdhga11" 93711 "PCDHGC5" 5098
"2903" "Pcdhga3" "Pcdhga11" 93711 "PCDHGC5" 56097
"2904" "Pcdhga3" "Pcdhga11" 93716 "PCDHGC5" 5098
"2905" "Pcdhga3" "Pcdhga11" 93716 "PCDHGC5" 56097
"2906" "Pcdhga3" "Pcdhga11" 93717 "PCDHGC5" 5098
"2907" "Pcdhga3" "Pcdhga11" 93717 "PCDHGC5" 56097
"2908" "Pcdhga3" "Pcdhga11" 93723 "PCDHGC5" 5098
"2909" "Pcdhga3" "Pcdhga11" 93723 "PCDHGC5" 56097
"2910" "Pcdhga3" "Pcdhga11" 93724 "PCDHGC5" 5098
"2911" "Pcdhga3" "Pcdhga11" 93724 "PCDHGC5" 56097
"2912" "Pcdhga3" "Pcdhga12" 93703 "PCDHGC5" 5098
"2913" "Pcdhga3" "Pcdhga12" 93703 "PCDHGC5" 56097
"2914" "Pcdhga3" "Pcdhga12" 93706 "PCDHGC5" 5098
"2915" "Pcdhga3" "Pcdhga12" 93706 "PCDHGC5" 56097
"2916" "Pcdhga3" "Pcdhga12" 93707 "PCDHGC5" 5098
"2917" "Pcdhga3" "Pcdhga12" 93707 "PCDHGC5" 56097
"2918" "Pcdhga3" "Pcdhga12" 93708 "PCDHGC5" 5098
"2919" "Pcdhga3" "Pcdhga12" 93708 "PCDHGC5" 56097
"2920" "Pcdhga3" "Pcdhga12" 93711 "PCDHGC5" 5098
"2921" "Pcdhga3" "Pcdhga12" 93711 "PCDHGC5" 56097
"2922" "Pcdhga3" "Pcdhga12" 93716 "PCDHGC5" 5098
"2923" "Pcdhga3" "Pcdhga12" 93716 "PCDHGC5" 56097
"2924" "Pcdhga3" "Pcdhga12" 93717 "PCDHGC5" 5098
"2925" "Pcdhga3" "Pcdhga12" 93717 "PCDHGC5" 56097
"2926" "Pcdhga3" "Pcdhga12" 93723 "PCDHGC5" 5098
"2927" "Pcdhga3" "Pcdhga12" 93723 "PCDHGC5" 56097
"2928" "Pcdhga3" "Pcdhga12" 93724 "PCDHGC5" 5098
"2929" "Pcdhga3" "Pcdhga12" 93724 "PCDHGC5" 56097
"2930" "Pcdhga8" "Pcdhgb6" 93703 "PCDHGC5" 5098
"2931" "Pcdhga8" "Pcdhgb6" 93703 "PCDHGC5" 56097
"2932" "Pcdhga8" "Pcdhgb6" 93706 "PCDHGC5" 5098
"2933" "Pcdhga8" "Pcdhgb6" 93706 "PCDHGC5" 56097
"2934" "Pcdhga8" "Pcdhgb6" 93707 "PCDHGC5" 5098
"2935" "Pcdhga8" "Pcdhgb6" 93707 "PCDHGC5" 56097
"2936" "Pcdhga8" "Pcdhgb6" 93708 "PCDHGC5" 5098
"2937" "Pcdhga8" "Pcdhgb6" 93708 "PCDHGC5" 56097
"2938" "Pcdhga8" "Pcdhgb6" 93711 "PCDHGC5" 5098
"2939" "Pcdhga8" "Pcdhgb6" 93711 "PCDHGC5" 56097
"2940" "Pcdhga8" "Pcdhgb6" 93716 "PCDHGC5" 5098
"2941" "Pcdhga8" "Pcdhgb6" 93716 "PCDHGC5" 56097
"2942" "Pcdhga8" "Pcdhgb6" 93717 "PCDHGC5" 5098
"2943" "Pcdhga8" "Pcdhgb6" 93717 "PCDHGC5" 56097
"2944" "Pcdhga8" "Pcdhgb6" 93723 "PCDHGC5" 5098
"2945" "Pcdhga8" "Pcdhgb6" 93723 "PCDHGC5" 56097
"2946" "Pcdhga8" "Pcdhgb6" 93724 "PCDHGC5" 5098
"2947" "Pcdhga8" "Pcdhgb6" 93724 "PCDHGC5" 56097
"2948" "Pcdhga8" "Pcdhgc3" 93703 "PCDHGC5" 5098
"2949" "Pcdhga8" "Pcdhgc3" 93703 "PCDHGC5" 56097
"2950" "Pcdhga8" "Pcdhgc3" 93706 "PCDHGC5" 5098
"2951" "Pcdhga8" "Pcdhgc3" 93706 "PCDHGC5" 56097
"2952" "Pcdhga8" "Pcdhgc3" 93707 "PCDHGC5" 5098
"2953" "Pcdhga8" "Pcdhgc3" 93707 "PCDHGC5" 56097
"2954" "Pcdhga8" "Pcdhgc3" 93708 "PCDHGC5" 5098
"2955" "Pcdhga8" "Pcdhgc3" 93708 "PCDHGC5" 56097
"2956" "Pcdhga8" "Pcdhgc3" 93711 "PCDHGC5" 5098
"2957" "Pcdhga8" "Pcdhgc3" 93711 "PCDHGC5" 56097
"2958" "Pcdhga8" "Pcdhgc3" 93716 "PCDHGC5" 5098
"2959" "Pcdhga8" "Pcdhgc3" 93716 "PCDHGC5" 56097
"2960" "Pcdhga8" "Pcdhgc3" 93717 "PCDHGC5" 5098
"2961" "Pcdhga8" "Pcdhgc3" 93717 "PCDHGC5" 56097
"2962" "Pcdhga8" "Pcdhgc3" 93723 "PCDHGC5" 5098
"2963" "Pcdhga8" "Pcdhgc3" 93723 "PCDHGC5" 56097
"2964" "Pcdhga8" "Pcdhgc3" 93724 "PCDHGC5" 5098
"2965" "Pcdhga8" "Pcdhgc3" 93724 "PCDHGC5" 56097
"2966" "Pcdhga8" "Pcdhgc4" 93703 "PCDHGC5" 5098
"2967" "Pcdhga8" "Pcdhgc4" 93703 "PCDHGC5" 56097
"2968" "Pcdhga8" "Pcdhgc4" 93706 "PCDHGC5" 5098
"2969" "Pcdhga8" "Pcdhgc4" 93706 "PCDHGC5" 56097
"2970" "Pcdhga8" "Pcdhgc4" 93707 "PCDHGC5" 5098
"2971" "Pcdhga8" "Pcdhgc4" 93707 "PCDHGC5" 56097
"2972" "Pcdhga8" "Pcdhgc4" 93708 "PCDHGC5" 5098
"2973" "Pcdhga8" "Pcdhgc4" 93708 "PCDHGC5" 56097
"2974" "Pcdhga8" "Pcdhgc4" 93711 "PCDHGC5" 5098
"2975" "Pcdhga8" "Pcdhgc4" 93711 "PCDHGC5" 56097
"2976" "Pcdhga8" "Pcdhgc4" 93716 "PCDHGC5" 5098
"2977" "Pcdhga8" "Pcdhgc4" 93716 "PCDHGC5" 56097
"2978" "Pcdhga8" "Pcdhgc4" 93717 "PCDHGC5" 5098
"2979" "Pcdhga8" "Pcdhgc4" 93717 "PCDHGC5" 56097
"2980" "Pcdhga8" "Pcdhgc4" 93723 "PCDHGC5" 5098
"2981" "Pcdhga8" "Pcdhgc4" 93723 "PCDHGC5" 56097
"2982" "Pcdhga8" "Pcdhgc4" 93724 "PCDHGC5" 5098
"2983" "Pcdhga8" "Pcdhgc4" 93724 "PCDHGC5" 56097
"2984" "Pcdhga8" "Pcdhgc5" 93703 "PCDHGC5" 5098
"2985" "Pcdhga8" "Pcdhgc5" 93703 "PCDHGC5" 56097
"2986" "Pcdhga8" "Pcdhgc5" 93706 "PCDHGC5" 5098
"2987" "Pcdhga8" "Pcdhgc5" 93706 "PCDHGC5" 56097
"2988" "Pcdhga8" "Pcdhgc5" 93707 "PCDHGC5" 5098
"2989" "Pcdhga8" "Pcdhgc5" 93707 "PCDHGC5" 56097
"2990" "Pcdhga8" "Pcdhgc5" 93708 "PCDHGC5" 5098
"2991" "Pcdhga8" "Pcdhgc5" 93708 "PCDHGC5" 56097
"2992" "Pcdhga8" "Pcdhgc5" 93711 "PCDHGC5" 5098
"2993" "Pcdhga8" "Pcdhgc5" 93711 "PCDHGC5" 56097
"2994" "Pcdhga8" "Pcdhgc5" 93716 "PCDHGC5" 5098
"2995" "Pcdhga8" "Pcdhgc5" 93716 "PCDHGC5" 56097
"2996" "Pcdhga8" "Pcdhgc5" 93717 "PCDHGC5" 5098
"2997" "Pcdhga8" "Pcdhgc5" 93717 "PCDHGC5" 56097
"2998" "Pcdhga8" "Pcdhgc5" 93723 "PCDHGC5" 5098
"2999" "Pcdhga8" "Pcdhgc5" 93723 "PCDHGC5" 56097
"3000" "Pcdhga8" "Pcdhgc5" 93724 "PCDHGC5" 5098
"3001" "Pcdhga8" "Pcdhgc5" 93724 "PCDHGC5" 56097
"3002" "Pcdhga8" "Pcdhga3" 93703 "PCDHGC5" 5098
"3003" "Pcdhga8" "Pcdhga3" 93703 "PCDHGC5" 56097
"3004" "Pcdhga8" "Pcdhga3" 93706 "PCDHGC5" 5098
"3005" "Pcdhga8" "Pcdhga3" 93706 "PCDHGC5" 56097
"3006" "Pcdhga8" "Pcdhga3" 93707 "PCDHGC5" 5098
"3007" "Pcdhga8" "Pcdhga3" 93707 "PCDHGC5" 56097
"3008" "Pcdhga8" "Pcdhga3" 93708 "PCDHGC5" 5098
"3009" "Pcdhga8" "Pcdhga3" 93708 "PCDHGC5" 56097
"3010" "Pcdhga8" "Pcdhga3" 93711 "PCDHGC5" 5098
"3011" "Pcdhga8" "Pcdhga3" 93711 "PCDHGC5" 56097
"3012" "Pcdhga8" "Pcdhga3" 93716 "PCDHGC5" 5098
