Table S3a. Phylostraticraphic distribution of human genes (ENSEMBLE),,,
Protein_ID,Gene_ID,Phylostratum,Phylogenetic_Internode
ENSP00000265276,ENSG00000119927,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000361287,ENSG00000151224,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000358293,ENSG00000165813,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000363317,ENSG00000170324,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000358001,ENSG00000138162,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000354436,ENSG00000198682,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000020673,ENSG00000059915,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000299206,ENSG00000166169,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000357900,ENSG00000138161,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359583,ENSG00000172987,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000357882,ENSG00000179988,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000318602,ENSG00000099256,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359478,ENSG00000023839,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000361787,ENSG00000079393,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000343438,ENSG00000179296,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000362804,ENSG00000148634,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000337001,ENSG00000077150,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000263461,ENSG00000120008,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000298510,ENSG00000165672,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000298472,ENSG00000165646,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000298746,ENSG00000165832,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369395,ENSG00000184434,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000347532,ENSG00000187164,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000309878,ENSG00000066468,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348886,ENSG00000165283,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000297785,ENSG00000165092,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000302120,ENSG00000171206,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000357634,ENSG00000108010,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000363772,ENSG00000175395,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000361189,ENSG00000148600,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000224721,ENSG00000107736,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000363092,ENSG00000185532,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000361097,ENSG00000173269,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346310,ENSG00000148655,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359446,ENSG00000120054,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000357838,ENSG00000065154,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371307,ENSG00000205808,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000351933,ENSG00000198642,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000357911,ENSG00000187908,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000302111,ENSG00000170430,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000297988,ENSG00000165269,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000357681,ENSG00000203780,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000277010,ENSG00000147955,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000016171,ENSG00000014919,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000361404,ENSG00000182314,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000363275,ENSG00000165383,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346643,ENSG00000156510,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000361435,ENSG00000138326,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000361064,ENSG00000107789,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346796,ENSG00000159712,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000360689,ENSG00000107854,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000351695,ENSG00000187021,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265986,ENSG00000119912,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369423,ENSG00000137055,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000298622,ENSG00000188385,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000367009,ENSG00000147912,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000365682,ENSG00000196781,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000329860,ENSG00000182645,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000358464,ENSG00000108061,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000357980,ENSG00000166033,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000360918,ENSG00000138135,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359607,ENSG00000119943,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000349882,ENSG00000198105,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000360839,ENSG00000152782,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000360793,ENSG00000138182,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000259633,ENSG00000137101,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000323046,ENSG00000107371,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000358865,ENSG00000148798,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000278025,ENSG00000148803,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371740,ENSG00000107104,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359000,ENSG00000107862,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359991,ENSG00000171314,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000349147,ENSG00000119946,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000357830,ENSG00000203791,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000362917,ENSG00000170312,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000333900,ENSG00000138315,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000361850,ENSG00000122861,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000361616,ENSG00000165644,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000361775,ENSG00000156671,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000358894,ENSG00000148842,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371532,ENSG00000147852,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000366844,ENSG00000198416,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000365522,ENSG00000165118,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000297615,ENSG00000155158,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000362339,ENSG00000079332,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000360250,ENSG00000138185,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000360874,ENSG00000204010,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000266058,ENSG00000187122,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000357643,ENSG00000148773,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370740,ENSG00000178445,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000366677,ENSG00000204790,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359370,ENSG00000075826,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000276893,ENSG00000147854,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000367225,ENSG00000204930,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000210444,ENSG00000095380,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371514,ENSG00000168263,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348222,ENSG00000204182,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000358896,ENSG00000166275,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000298771,ENSG00000165862,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000343405,ENSG00000176986,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359629,ENSG00000095713,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000366697,ENSG00000196774,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000298630,ENSG00000165752,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000297814,ENSG00000165115,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000352612,ENSG00000107105,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369757,ENSG00000137154,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000364260,ENSG00000136932,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000307318,ENSG00000122884,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000358211,ENSG00000165868,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000350595,ENSG00000072422,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000342609,ENSG00000177076,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000241305,ENSG00000121898,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000363107,ENSG00000148584,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000363207,ENSG00000204150,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348381,ENSG00000148700,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359234,ENSG00000186862,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000361422,ENSG00000108175,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000361446,ENSG00000148606,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000357603,ENSG00000148814,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000355185,ENSG00000198924,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000368765,ENSG00000165012,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000323986,ENSG00000182021,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000259365,ENSG00000136842,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369519,ENSG00000099810,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000364694,ENSG00000106819,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000364811,ENSG00000196305,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000303598,ENSG00000172211,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000341282,ENSG00000171772,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000358970,ENSG00000107872,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000360860,ENSG00000152778,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348429,ENSG00000197142,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000358596,ENSG00000138166,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000366488,ENSG00000165059,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369899,ENSG00000155876,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369255,ENSG00000122729,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000254835,ENSG00000132498,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000252945,ENSG00000130649,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000366266,ENSG00000135048,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346801,ENSG00000197735,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348915,ENSG00000147996,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000367343,ENSG00000070610,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000357535,ENSG00000127884,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000316029,ENSG00000137076,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000341723,ENSG00000187988,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000340836,ENSG00000134996,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000366760,ENSG00000204811,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000365910,ENSG00000106772,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370021,ENSG00000044459,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369213,ENSG00000107201,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000366927,ENSG00000137124,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000364645,ENSG00000127081,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000357554,ENSG00000151651,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000366638,ENSG00000204780,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000367134,ENSG00000159921,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000298048,ENSG00000165304,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000345162,ENSG00000062650,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000358307,ENSG00000196865,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000334650,ENSG00000186795,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369055,ENSG00000086062,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000329192,ENSG00000184770,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370870,ENSG00000183354,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348812,ENSG00000153707,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369147,ENSG00000137074,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000265773,ENSG00000080503,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000360999,ENSG00000204020,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000366818,ENSG00000204829,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000363295,ENSG00000119431,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000365387,ENSG00000148053,1,Life before LCA of Cellular_organisms - Cellular organisms
